year,office,district,votefor,candidate,party,candidateid,votes,type,winner
2018,PROBATE JUDGE,ESSEX COUNTY,1,JOEL COPE, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,PATRICK O'KEEFE, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,CALVIN COLBY, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,DAN KEENAN, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,BRIAN DUBOIS, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,MARTHA ALLEN, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,ZACH SANDECKI, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,DAVID KENNEDY, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,JOHN NOBLE, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,CALVIN COLBY, ,,2,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,JOHN BRINK, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,ESSEX COUNTY,1,WEST COLBY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,CALVIN COLBY,REPUBLICAN,,1520,Registered,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,ALLEN D. HODGDON,REPUBLICAN,,1268,Registered,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,DOUGLAS NILES, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,FRANCIS CASTONGUAY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,BRIAN DUBOIS, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,MARTHA ALLEN, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,DAVID KENNEDY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,JOHN NOBLE, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,SHANE DAWSON, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,BRAD EATON, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,GRAY BRIGGS, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,JASSEN WILLHOLT, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,JOHN BRINK, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,PEGGY KAHILL, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,ESSEX COUNTY,2,TERRY BRADBERRY, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,VINCENT ILLUZZI,REP/DEM/PROG,,1745,Registered,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY DAVIS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,RON HORNTON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY DAVIS, ,,2,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,DRAKE O'CONNELL, ,,2,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JEN DAVIS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JENNIFER BARRETT, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,RICHARD ROBY, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,SHANE CLARKE, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY DAVIS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,MARK WAHLBERG, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY DAVIS, ,,3,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JAN EASTMEN, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JASSEN WILLHOLD, ,,5,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JIM BLACK, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JIM PEYTON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,LISA WARREN, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,LORI WILLSON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,WEST COLBY, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY E DAVIS, ,,4,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,AMY DAVIS, ,,6,Write-in,FALSE
2018,STATE'S ATTORNEY,ESSEX COUNTY,1,JEROME DIAMOND, ,,2,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,TREVOR COLBY,REP/PROG,,1927,Registered,FALSE
2018,SHERIFF,ESSEX COUNTY,1,JEFF NOYES, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,CRAIG GOULET, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,JENNIFER JACOBS, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,KIRK MARTIN, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,RICHARD ROBY, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,BRIAN DUBOIS, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,JEFFREY NOYES, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,VINCENT ILLUZZI, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,DAVE KENNEDY, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,STEVEN GADAPEE, ,,2,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,DAN COMCOM, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,DANA EASTER, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,HODGON, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,JASSEN WILLHOLD, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,PAT CARR, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,JEFF NOYES, ,,1,Write-in,FALSE
2018,SHERIFF,ESSEX COUNTY,1,RICK MARTIN, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PAULETTE ROUTHIER, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ALAN MAGOON, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,BERNIE SANDERS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,DONALD WORTH, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,FRANCIS CASTONGUAY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JEFFREY DEZOTELL, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOEL COPE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JUDITH CASTONGUAY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,MORGAN DRISCOLL, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PATRICK KERIN, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PATRICK O'KEEFE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PAUL GONYAW, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PAUL LEFEBVRE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,RAYMOND FONTAINE, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ROBERT RIVERS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TREVOR COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,VINCE ILLUZZIE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,WILLIAM HAWKINS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,WILLIAM HAWKINS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,CALVIN COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,DEAN HOOK, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JAMES FAYE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,LAURA WILSON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,, ,,0,Registered,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,AMOS COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,BRIAN DUBOIS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,EUGENE REID, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JESSE GAGNON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOSIAH RILEY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JUDITH MASSON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,LAURNA NOYES, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,RICHARD DENNIS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TREVOR COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,VINCENT ILLUZZI, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,WILLIAM JOHNSON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ZACK SANDECKI, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,BENJAMIN CLARKE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,CALVIN COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,FRANKLIN HIGGINS, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JENNIFER LUND, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JIM BARRETT, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN SMITH , ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,PAULINE HARRIS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,STEVEN GADAPEE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,VINCENT ILUZZI, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,DONALD TRUMP, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN NOBLE, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,AMOS COLBY , ,,12,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,BRAD EATON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,CALVIN COLBY , ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,GEORGE JOHNSON, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,GRAY INGALLS, ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JIM PEYTON , ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN NOBLE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ROB SHAW, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ROB SHAW, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TERRY BRADBERRY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TOM ARSTNAULT, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TREVOR COLBY , ,,2,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,WILLIAM DIXON, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,BRUCE HOBAUGH, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN NOBLE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,TREVOR COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,AMOS COLBY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JEFF NOYES, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN NOBLE, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,ROSARIO POULIN, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,JOHN NOBLE, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,ESSEX COUNTY,1,OLIVER MURRAY, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,VAUGHN COMEAU,REPUBLICAN,,8962,Registered,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,ROBERT E. FARRAR,DEMOCRATIC,,8697,Registered,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,KATHERINE KENNEDY, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,ROBERT BROWN , ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,BLANK, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,BOB NORRIS, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,BLANK, ,,1,Write-in,FALSE
2018,PROBATE JUDGE,FRANKLIN COUNTY,1,TODD RUTTURA, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,KELLY F. GOSSELIN,DEM/REP,,12156,Registered,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,"ROBERT ""BOB"" JOHNSON",REP/DEM,,11359,Registered,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,DENNIS SUMNER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,MARY SUMNER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,DANIEL NADEAU, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,DELANY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,JARAD ADAMS, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,WILLIAM SWEENY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,VAUGHN COMEAU, ,,3,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,DIANA BARABY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,ANTHONY COLLIER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,ANDY PELLITIER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,JOSH FERRANTE, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,LINDA KIRKER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,MICHAEL WASCO, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,SUZANNE BROWN, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,CHARLES BELANEY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,GEORGE SPEAR, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,VAUGHN COMEAU, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,WILLIAM COUNOS, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,BLANK, ,,3,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,MARY ROBERTSON, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,MIKE HEMOND, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,ROBERT FARRAR, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,VAUGHN COMEAU, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,DEBBIE KITTELL, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,SCOTT MARTIN, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,ALAN KINZINGER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,BLANKS, ,,8,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,BOB FARRAR, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,BRUCE PELLETIER, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,GINA LUMBRA, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,JAMES COUTTS, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,JUSTIN GOSSELIN, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,LARRY BOURDEAY, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,LENNY BATES, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,LORI MARTIN, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,LUCAS LEVICK, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,SPOLED, ,,1,Write-in,FALSE
2018,ASSISTANT JUDGE,FRANKLIN COUNTY,2,TRACEY WOODWARD, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JAMES A. HUGHES,DEM/REP,,16159,Registered,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JIM MURDOCK, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,PAUL PIKNA, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,RONALD VEINO JR, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ASHLEY HARRIMAN, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,PETER PERLEY, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,TOM OLIVER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DIANE WAILER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JOHN BOLDUC, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,LARRY HUGHES II, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ANTHONY COLLIER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DONNA SIEVERDING, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,HARLEY BROWN, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DIANE WHEELER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DIANE WHEELER, ,,2,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ETHAN GRATTON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,GUS HALL, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JASON TURNER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,LEE HUGHS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,MICHAEL WASCO, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,TORI BALLARD, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,BOB BROWN , ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DON JOHNSON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,GEORGE SPEAR, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JANNASSON WILLHOIT, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,NICK HAYDEN, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,BLANK, ,,4,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JOSEPH WILLS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,KAYLA EVANS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,MIKE CHARRON, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,RONALD MUND, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,TR, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,BLANK, ,,2,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,PAIGE, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ROBERT NORRIS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,WENDY LETOURNEAU, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,APRIL BUSHEY, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ARIEL AINSWORTH, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,BLANKS, ,,5,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,BOB ROSS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,DIANE WHEELER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,GINETTE KETCHEM, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JAY CUMMINGS, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,JOSEPH CAHILL, ,,2,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,LENNY BATES, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,NEAL SPEER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,RANDY SAVAGE, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,ROBERT FARRAR, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,SAMUEL MESSIER, ,,1,Write-in,FALSE
2018,STATE'S ATTORNEY,FRANKLIN COUNTY,1,SPOIL, ,,2,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,ROGER LANGEVIN,DEMOCRATIC,,9106,Registered,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,THOMAS OLIVER,REPUBLICAN,,8884,Registered,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,FORREST DUNNAVANT, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,ANTHONY COLLIER, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,ROLAND MUND, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,ASA WILSON, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,BLANK, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,ROY RIVERS, ,,1,Write-in,FALSE
2018,SHERIFF,FRANKLIN COUNTY,1,TODD RUTTURA, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,"ROBERTA ""BOBBIE"" ALLARD",DEM/REP,,15756,Registered,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,DENNIS WILLIAMS, ,,4,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,GARY SMITH, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,MATT HABEDANK, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,PAUL PIKNA, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,GARY DIMARCO, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,JARED ADAMS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,LIBBY NORRIS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,ROBERT NORRIS, ,,3,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,DENNIS WILLIAMS, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,DONALD BARNES, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,PETER PERLEY, ,,1,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,ROBERT NORRIS, ,,5,Write-in,FALSE
2018,HIGH BAILIFF,FRANKLIN COUNTY,1,JOHN BOLDUC, ,,1,Write-in,FALSE
